image_name;width;height;file_size_kb;contrast;otsu_threshold;black_pixels;white_pixels
Viral Pneumonia-1338.png;299;299;39,66;66,59;114,0;33822;55579
Viral Pneumonia-1339.png;299;299;37,66;68,44;109,0;28095;61306
Viral Pneumonia-134.png;299;299;39,3;58,06;118,0;21668;67733
Viral Pneumonia-1340.png;299;299;38,43;53,19;121,0;20735;68666
Viral Pneumonia-1341.png;299;299;38,41;79,48;114,0;27564;61837
Viral Pneumonia-1342.png;299;299;37,62;62,31;114,0;32137;57264
Viral Pneumonia-1343.png;299;299;32,49;69,54;84,0;41227;48174
Viral Pneumonia-1344.png;299;299;35,1;79,74;108,0;27581;61820
Viral Pneumonia-1345.png;299;299;35,65;74,13;103,0;27482;61919
Viral Pneumonia-135.png;299;299;38,04;70,75;99,0;20903;68498
Viral Pneumonia-136.png;299;299;37,07;62,78;100,0;31761;57640
Viral Pneumonia-137.png;299;299;33,38;40,23;109,0;59382;30019
Viral Pneumonia-138.png;299;299;41,18;59,88;103,0;33960;55441
Viral Pneumonia-139.png;299;299;36,41;61,7;79,0;34605;54796
Viral Pneumonia-14.png;299;299;37,63;52,42;112,0;44718;44683
Viral Pneumonia-140.png;299;299;51,41;36,45;119,0;29044;60357
Viral Pneumonia-141.png;299;299;42,15;58,18;105,0;33359;56042
Viral Pneumonia-142.png;299;299;44,49;31,84;81,0;60379;29022
Viral Pneumonia-143.png;299;299;39,51;48,98;118,0;31747;57654
Viral Pneumonia-144.png;299;299;38,16;50,13;93,0;61664;27737
Viral Pneumonia-145.png;299;299;36,61;54,69;115,0;26418;62983
Viral Pneumonia-146.png;299;299;37,49;40,53;86,0;54028;35373
Viral Pneumonia-147.png;299;299;36,3;56,98;124,0;30761;58640
Viral Pneumonia-148.png;299;299;41,65;62,04;112,0;39442;49959
Viral Pneumonia-149.png;299;299;43,55;53,39;104,0;30801;58600
Viral Pneumonia-15.png;299;299;38,86;36,52;94,0;66924;22477
Viral Pneumonia-150.png;299;299;50,64;41,67;117,0;39121;50280
Viral Pneumonia-151.png;299;299;44,52;32,26;155,0;30694;58707
Viral Pneumonia-152.png;299;299;43,62;60,54;121,0;38387;51014
Viral Pneumonia-153.png;299;299;42,19;59,15;117,0;35490;53911
Viral Pneumonia-154.png;299;299;40,2;51,53;96,0;35965;53436
Viral Pneumonia-155.png;299;299;35,31;55,33;116,0;15941;73460
Viral Pneumonia-156.png;299;299;40,53;53,89;93,0;37688;51713
Viral Pneumonia-157.png;299;299;36,15;43,96;105,0;68345;21056
Viral Pneumonia-158.png;299;299;44,44;46,67;118,0;32464;56937
Viral Pneumonia-159.png;299;299;37,55;41,74;96,0;66035;23366
Viral Pneumonia-16.png;299;299;43,09;55,85;118,0;39583;49818
Viral Pneumonia-160.png;299;299;40,31;53,16;132,0;45469;43932
Viral Pneumonia-161.png;299;299;37,23;47,72;119,0;34520;54881
Viral Pneumonia-162.png;299;299;36,14;43,2;119,0;14411;74990
Viral Pneumonia-163.png;299;299;39,0;49,85;107,0;62314;27087
Viral Pneumonia-164.png;299;299;55,54;37,53;95,0;49727;39674
Viral Pneumonia-165.png;299;299;36,26;31,4;81,0;52552;36849
Viral Pneumonia-166.png;299;299;43,28;73,47;117,0;31014;58387
Viral Pneumonia-167.png;299;299;37,56;40,9;86,0;48867;40534
Viral Pneumonia-168.png;299;299;34,56;50,4;99,0;37277;52124
Viral Pneumonia-169.png;299;299;41,22;59,05;108,0;40092;49309
Viral Pneumonia-17.png;299;299;39,67;51,16;117,0;56775;32626
Viral Pneumonia-170.png;299;299;46,53;36,87;142,0;38025;51376
Viral Pneumonia-171.png;299;299;36,81;51,26;81,0;28325;61076
Viral Pneumonia-172.png;299;299;37,82;54,22;120,0;21731;67670
Viral Pneumonia-173.png;299;299;37,25;47,22;124,0;42077;47324
Viral Pneumonia-174.png;299;299;41,59;56,95;119,0;43808;45593
Viral Pneumonia-175.png;299;299;38,32;78,2;113,0;45835;43566
Viral Pneumonia-176.png;299;299;37,85;68,4;107,0;33558;55843
Viral Pneumonia-177.png;299;299;40,35;63,41;93,0;32402;56999
Viral Pneumonia-178.png;299;299;39,32;64,44;103,0;24305;65096
Viral Pneumonia-179.png;299;299;36,13;60,33;110,0;26386;63015
Viral Pneumonia-18.png;299;299;39,04;49,91;110,0;54614;34787
Viral Pneumonia-180.png;299;299;37,24;63,67;94,0;27935;61466
Viral Pneumonia-181.png;299;299;51,73;44,29;92,0;10357;79044
Viral Pneumonia-182.png;299;299;34,32;72,54;94,0;20794;68607
Viral Pneumonia-183.png;299;299;35,46;76,29;95,0;26898;62503
Viral Pneumonia-184.png;299;299;46,01;49,89;113,0;25066;64335
Viral Pneumonia-185.png;299;299;34,7;59,36;115,0;22250;67151
Viral Pneumonia-186.png;299;299;38,09;46,1;119,0;31711;57690
Viral Pneumonia-187.png;299;299;34,62;76,34;96,0;26483;62918
Viral Pneumonia-188.png;299;299;35,77;65,1;102,0;24417;64984
Viral Pneumonia-189.png;299;299;39,6;60,79;103,0;30013;59388
Viral Pneumonia-19.png;299;299;34,09;38,6;124,0;13243;76158
Viral Pneumonia-190.png;299;299;40,53;58,46;119,0;25894;63507
Viral Pneumonia-191.png;299;299;50,58;45,1;108,0;25966;63435
Viral Pneumonia-192.png;299;299;37,75;55,01;93,0;17680;71721
Viral Pneumonia-193.png;299;299;37,41;70,19;96,0;20517;68884
Viral Pneumonia-194.png;299;299;31,54;67,46;97,0;23170;66231
Viral Pneumonia-195.png;299;299;32,17;71,82;94,0;24053;65348
Viral Pneumonia-196.png;299;299;61,99;44,3;126,0;26794;62607
Viral Pneumonia-197.png;299;299;38,03;63,36;113,0;21791;67610
Viral Pneumonia-198.png;299;299;40,58;57,87;108,0;27458;61943
Viral Pneumonia-199.png;299;299;36,74;72,98;111,0;23134;66267
Viral Pneumonia-2.png;299;299;36,83;71,94;96,0;24732;64669
Viral Pneumonia-20.png;299;299;37,24;43,18;118,0;32919;56482
Viral Pneumonia-200.png;299;299;38,3;61,35;107,0;26560;62841
Viral Pneumonia-201.png;299;299;40,35;45,52;105,0;9512;79889
Viral Pneumonia-202.png;299;299;39,83;47,68;96,0;11748;77653
Viral Pneumonia-203.png;299;299;43,2;42,16;75,0;16324;73077
Viral Pneumonia-204.png;299;299;46,57;43,25;101,0;13547;75854
Viral Pneumonia-205.png;299;299;53,12;56,2;94,0;24490;64911
Viral Pneumonia-206.png;299;299;38,93;52,11;106,0;27980;61421
Viral Pneumonia-207.png;299;299;37,88;52,99;112,0;23590;65811
Viral Pneumonia-208.png;299;299;50,94;55,19;104,0;29082;60319
Viral Pneumonia-209.png;299;299;38,82;60,55;99,0;24600;64801
Viral Pneumonia-21.png;299;299;41,14;56,67;96,0;33373;56028
Viral Pneumonia-210.png;299;299;37,33;51,63;114,0;28358;61043
Viral Pneumonia-211.png;299;299;36,6;64,51;99,0;27035;62366
Viral Pneumonia-212.png;299;299;37,03;50,34;116,0;15141;74260
Viral Pneumonia-213.png;299;299;35,11;70,37;106,0;21246;68155
Viral Pneumonia-214.png;299;299;39,24;62,68;101,0;23604;65797
Viral Pneumonia-215.png;299;299;35,16;59,66;85,0;38241;51160
Viral Pneumonia-216.png;299;299;40,56;57,39;115,0;28484;60917
Viral Pneumonia-217.png;299;299;39,04;61,56;109,0;29738;59663
Viral Pneumonia-218.png;299;299;37,29;65,35;100,0;24229;65172
Viral Pneumonia-219.png;299;299;35,63;73,57;95,0;27538;61863
Viral Pneumonia-22.png;299;299;39,64;60,42;97,0;32496;56905
Viral Pneumonia-220.png;299;299;54,08;50,17;111,0;32308;57093
Viral Pneumonia-221.png;299;299;37,35;60,13;99,0;34094;55307
Viral Pneumonia-222.png;299;299;45,1;31,32;149,0;15148;74253
Viral Pneumonia-223.png;299;299;39,38;64,01;117,0;26006;63395
Viral Pneumonia-224.png;299;299;36,88;59,03;98,0;21950;67451
Viral Pneumonia-225.png;299;299;38,8;69,54;108,0;22539;66862
Viral Pneumonia-226.png;299;299;64,89;47,76;116,0;33909;55492
Viral Pneumonia-227.png;299;299;54,72;45,23;126,0;25374;64027
Viral Pneumonia-228.png;299;299;58,15;47,89;97,0;21758;67643
Viral Pneumonia-229.png;299;299;35,15;63,8;90,0;29956;59445
Viral Pneumonia-23.png;299;299;33,14;51,24;107,0;14880;74521
Viral Pneumonia-230.png;299;299;36,38;69,89;101,0;26620;62781
Viral Pneumonia-231.png;299;299;36,99;63,33;102,0;18839;70562
Viral Pneumonia-232.png;299;299;37,63;70,56;105,0;19979;69422
Viral Pneumonia-233.png;299;299;35,54;68,08;97,0;21792;67609
Viral Pneumonia-234.png;299;299;56,94;51,1;97,0;10831;78570
Viral Pneumonia-235.png;299;299;39,0;56,04;100,0;28423;60978
Viral Pneumonia-236.png;299;299;38,89;51,51;111,0;34410;54991
Viral Pneumonia-237.png;299;299;37,39;46,13;78,0;55213;34188
Viral Pneumonia-238.png;299;299;38,86;58,71;112,0;32533;56868
Viral Pneumonia-239.png;299;299;38,33;47,12;109,0;16312;73089
Viral Pneumonia-24.png;299;299;35,04;50,0;106,0;14608;74793
Viral Pneumonia-240.png;299;299;35,84;64,25;99,0;30080;59321
Viral Pneumonia-241.png;299;299;37,07;63,94;100,0;22534;66867
Viral Pneumonia-242.png;299;299;38,51;65,82;111,0;28183;61218
Viral Pneumonia-243.png;299;299;33,42;71,19;107,0;29275;60126
Viral Pneumonia-244.png;299;299;37,72;66,0;94,0;38645;50756
Viral Pneumonia-245.png;299;299;41,18;60,8;100,0;28695;60706
Viral Pneumonia-246.png;299;299;34,92;51,7;99,0;18841;70560
Viral Pneumonia-247.png;299;299;49,21;42,42;105,0;27225;62176
Viral Pneumonia-248.png;299;299;39,01;56,93;94,0;33098;56303
Viral Pneumonia-249.png;299;299;35,83;69,41;96,0;27306;62095
Viral Pneumonia-25.png;299;299;38,54;46,05;93,0;53579;35822
Viral Pneumonia-250.png;299;299;35,83;69,41;96,0;27306;62095
Viral Pneumonia-251.png;299;299;37,29;62,29;116,0;28364;61037
Viral Pneumonia-252.png;299;299;35,65;73,17;96,0;29541;59860
Viral Pneumonia-253.png;299;299;37,06;64,47;109,0;27953;61448
Viral Pneumonia-254.png;299;299;36,16;55,82;126,0;16439;72962
Viral Pneumonia-255.png;299;299;33,31;68,51;87,0;36510;52891
Viral Pneumonia-256.png;299;299;36,77;65,54;101,0;31512;57889
Viral Pneumonia-257.png;299;299;35,46;64,97;91,0;23296;66105
Viral Pneumonia-258.png;299;299;40,05;55,49;115,0;33131;56270
Viral Pneumonia-259.png;299;299;51,98;67,25;119,0;25446;63955
Viral Pneumonia-26.png;299;299;35,83;53,0;120,0;25107;64294
Viral Pneumonia-260.png;299;299;35,15;76,31;103,0;33405;55996
Viral Pneumonia-261.png;299;299;40,05;61,58;110,0;29912;59489
Viral Pneumonia-262.png;299;299;39,83;59,88;112,0;27887;61514
Viral Pneumonia-263.png;299;299;35,48;77,26;100,0;28625;60776
Viral Pneumonia-264.png;299;299;36,88;67,87;94,0;28933;60468
Viral Pneumonia-265.png;299;299;37,89;48,35;107,0;8300;81101
Viral Pneumonia-266.png;299;299;34,99;68,98;95,0;21378;68023
Viral Pneumonia-267.png;299;299;39,22;58,79;90,0;21141;68260
Viral Pneumonia-268.png;299;299;39,01;48,03;128,0;18981;70420
Viral Pneumonia-269.png;299;299;41,85;64,18;121,0;28387;61014
Viral Pneumonia-27.png;299;299;38,57;53,17;107,0;44923;44478
Viral Pneumonia-270.png;299;299;34,26;74,1;95,0;25023;64378
Viral Pneumonia-271.png;299;299;35,33;72,07;101,0;28665;60736
Viral Pneumonia-272.png;299;299;38,24;59,26;103,0;20184;69217
Viral Pneumonia-273.png;299;299;37,81;64,92;103,0;24008;65393
Viral Pneumonia-274.png;299;299;36,31;66,8;92,0;28346;61055
Viral Pneumonia-275.png;299;299;36,16;73,48;95,0;25477;63924
Viral Pneumonia-276.png;299;299;37,66;68,21;122,0;30326;59075
Viral Pneumonia-277.png;299;299;37,62;60,73;102,0;25115;64286
Viral Pneumonia-278.png;299;299;37,58;50,61;120,0;19921;69480
Viral Pneumonia-279.png;299;299;37,83;68,25;100,0;25083;64318
Viral Pneumonia-28.png;299;299;38,86;61,76;106,0;36863;52538
Viral Pneumonia-280.png;299;299;39,62;60,1;132,0;27153;62248
Viral Pneumonia-281.png;299;299;36,49;60,97;83,0;27700;61701
Viral Pneumonia-282.png;299;299;62,29;41,93;108,0;10850;78551
Viral Pneumonia-283.png;299;299;36,56;57,24;103,0;25456;63945
Viral Pneumonia-284.png;299;299;36,41;72,39;102,0;21437;67964
Viral Pneumonia-285.png;299;299;34,41;67,54;91,0;28375;61026
Viral Pneumonia-286.png;299;299;39,7;60,29;113,0;19941;69460
Viral Pneumonia-287.png;299;299;36,4;71,5;108,0;28722;60679
Viral Pneumonia-288.png;299;299;37,74;65,56;101,0;25994;63407
Viral Pneumonia-289.png;299;299;35,85;57,79;88,0;29028;60373
Viral Pneumonia-29.png;299;299;38,61;49,52;109,0;47666;41735
Viral Pneumonia-290.png;299;299;39,1;60,42;92,0;37864;51537
Viral Pneumonia-291.png;299;299;35,44;72,67;101,0;27254;62147
Viral Pneumonia-292.png;299;299;34,05;78,72;105,0;28512;60889
Viral Pneumonia-293.png;299;299;35,19;78,34;101,0;28226;61175
Viral Pneumonia-294.png;299;299;38,81;52,35;93,0;42271;47130
Viral Pneumonia-295.png;299;299;38,81;52,35;93,0;42271;47130
Viral Pneumonia-296.png;299;299;39,05;43,94;131,0;32695;56706
Viral Pneumonia-297.png;299;299;35,63;45,59;114,0;21906;67495
Viral Pneumonia-298.png;299;299;51,48;40,3;121,0;33788;55613
Viral Pneumonia-299.png;299;299;34,45;73,79;99,0;24911;64490
Viral Pneumonia-3.png;299;299;37,68;67,88;101,0;27920;61481
Viral Pneumonia-30.png;299;299;39,46;54,85;112,0;23852;65549
Viral Pneumonia-300.png;299;299;42,95;40,11;83,0;10101;79300
Viral Pneumonia-301.png;299;299;48,67;40,96;96,0;19205;70196
Viral Pneumonia-302.png;299;299;49,83;33,53;143,0;44532;44869
Viral Pneumonia-303.png;299;299;39,83;61,73;104,0;34500;54901
Viral Pneumonia-304.png;299;299;37,48;49,11;118,0;35872;53529
Viral Pneumonia-305.png;299;299;36,98;53,79;126,0;37585;51816
Viral Pneumonia-306.png;299;299;37,69;50,4;113,0;21039;68362
Viral Pneumonia-307.png;299;299;36,62;51,78;113,0;40482;48919
Viral Pneumonia-308.png;299;299;37,48;61,95;102,0;29300;60101
Viral Pneumonia-309.png;299;299;50,55;54,72;114,0;34628;54773
Viral Pneumonia-31.png;299;299;39,32;53,18;98,0;65812;23589
Viral Pneumonia-310.png;299;299;35,86;37,18;90,0;63986;25415
Viral Pneumonia-311.png;299;299;40,42;56,22;109,0;26361;63040
Viral Pneumonia-312.png;299;299;39,06;50,93;79,0;40159;49242
Viral Pneumonia-313.png;299;299;44,56;59,9;104,0;42614;46787
Viral Pneumonia-314.png;299;299;39,04;51,54;119,0;51574;37827
Viral Pneumonia-315.png;299;299;35,95;47,41;111,0;46794;42607
Viral Pneumonia-316.png;299;299;33,37;49,05;118,0;31641;57760
Viral Pneumonia-317.png;299;299;36,65;48,18;117,0;38715;50686
Viral Pneumonia-318.png;299;299;46,51;51,69;108,0;15598;73803
Viral Pneumonia-319.png;299;299;47,47;37,78;141,0;43190;46211
Viral Pneumonia-32.png;299;299;38,83;63,89;98,0;34969;54432
Viral Pneumonia-320.png;299;299;44,6;45,26;98,0;11883;77518
Viral Pneumonia-321.png;299;299;40,31;64,43;119,0;31087;58314
Viral Pneumonia-322.png;299;299;33,3;39,08;133,0;24342;65059
Viral Pneumonia-323.png;299;299;49,65;43,16;114,0;47641;41760
Viral Pneumonia-324.png;299;299;39,91;53,12;98,0;29180;60221
Viral Pneumonia-325.png;299;299;41,43;54,61;124,0;27794;61607
Viral Pneumonia-326.png;299;299;34,16;72,86;100,0;32334;57067
Viral Pneumonia-327.png;299;299;59,84;36,12;89,0;51268;38133
Viral Pneumonia-328.png;299;299;39,94;60,34;116,0;32515;56886
Viral Pneumonia-329.png;299;299;40,18;57,19;106,0;28097;61304
Viral Pneumonia-33.png;299;299;36,21;57,76;109,0;24931;64470
Viral Pneumonia-330.png;299;299;59,07;47,4;119,0;40605;48796
Viral Pneumonia-331.png;299;299;40,2;50,62;112,0;36109;53292
Viral Pneumonia-332.png;299;299;58,45;41,5;139,0;28380;61021
Viral Pneumonia-333.png;299;299;39,29;60,8;108,0;36408;52993
Viral Pneumonia-334.png;299;299;36,21;46,49;70,0;28948;60453
Viral Pneumonia-335.png;299;299;63,56;61,81;131,0;35595;53806
Viral Pneumonia-336.png;299;299;34,27;68,19;88,0;39619;49782
Viral Pneumonia-337.png;299;299;35,57;35,59;100,0;40174;49227
Viral Pneumonia-338.png;299;299;37,7;49,45;100,0;39270;50131
Viral Pneumonia-339.png;299;299;37,47;41,09;95,0;56615;32786
Viral Pneumonia-34.png;299;299;43,32;60,53;94,0;43089;46312
Viral Pneumonia-340.png;299;299;36,29;46,66;70,0;23964;65437
Viral Pneumonia-341.png;299;299;34,33;43,27;122,0;47501;41900
Viral Pneumonia-342.png;299;299;35,62;44,31;106,0;54764;34637
Viral Pneumonia-343.png;299;299;53,19;34,85;119,0;36607;52794
Viral Pneumonia-344.png;299;299;35,83;51,28;106,0;29581;59820
Viral Pneumonia-345.png;299;299;35,22;39,86;83,0;36765;52636
Viral Pneumonia-346.png;299;299;34,19;46,08;116,0;29022;60379
Viral Pneumonia-347.png;299;299;33,85;49,12;109,0;39369;50032
Viral Pneumonia-348.png;299;299;35,21;38,85;102,0;44490;44911
Viral Pneumonia-349.png;299;299;34,1;43,44;107,0;45534;43867
Viral Pneumonia-35.png;299;299;37,03;63,67;117,0;17073;72328
Viral Pneumonia-350.png;299;299;34,08;49,68;107,0;30892;58509
Viral Pneumonia-351.png;299;299;35,98;44,06;86,0;47244;42157
Viral Pneumonia-352.png;299;299;34,49;45,67;112,0;37375;52026
Viral Pneumonia-353.png;299;299;54,2;34,21;113,0;35690;53711
Viral Pneumonia-354.png;299;299;36,48;43,28;98,0;58201;31200
Viral Pneumonia-355.png;299;299;43,21;59,23;123,0;38406;50995
Viral Pneumonia-356.png;299;299;38,2;53,68;87,0;22803;66598
Viral Pneumonia-357.png;299;299;35,66;54,66;117,0;25575;63826
Viral Pneumonia-358.png;299;299;37,99;48,11;130,0;30495;58906
Viral Pneumonia-359.png;299;299;38,1;54,18;113,0;54660;34741
Viral Pneumonia-36.png;299;299;40,31;55,94;110,0;18754;70647
Viral Pneumonia-360.png;299;299;36,73;54,27;117,0;27280;62121
Viral Pneumonia-361.png;299;299;38,77;50,27;118,0;49414;39987
Viral Pneumonia-362.png;299;299;36,27;53,09;114,0;16671;72730
Viral Pneumonia-363.png;299;299;40,37;69,17;94,0;31078;58323
Viral Pneumonia-364.png;299;299;60,62;57,1;100,0;32841;56560
Viral Pneumonia-365.png;299;299;36,44;66,04;92,0;34695;54706
Viral Pneumonia-366.png;299;299;41,28;51,27;140,0;38506;50895
Viral Pneumonia-367.png;299;299;41,78;52,94;96,0;29834;59567
Viral Pneumonia-368.png;299;299;39,03;58,17;104,0;34184;55217
Viral Pneumonia-369.png;299;299;31,21;78,05;99,0;38154;51247
Viral Pneumonia-37.png;299;299;39,08;57,43;118,0;18666;70735
Viral Pneumonia-370.png;299;299;37,75;49,71;112,0;55612;33789
Viral Pneumonia-371.png;299;299;41,87;67,82;139,0;34904;54497
Viral Pneumonia-372.png;299;299;37,18;60,58;95,0;36150;53251
Viral Pneumonia-373.png;299;299;59,51;39,07;93,0;61589;27812
Viral Pneumonia-374.png;299;299;42,07;65,17;134,0;31200;58201
Viral Pneumonia-375.png;299;299;38,68;44,82;140,0;22761;66640
Viral Pneumonia-376.png;299;299;36,05;44,63;103,0;49707;39694
Viral Pneumonia-377.png;299;299;53,05;36,7;89,0;33617;55784
Viral Pneumonia-378.png;299;299;36,45;49,42;109,0;31636;57765
Viral Pneumonia-379.png;299;299;38,74;67,13;103,0;18384;71017
Viral Pneumonia-38.png;299;299;34,86;54,69;115,0;30750;58651
Viral Pneumonia-380.png;299;299;36,26;48,19;103,0;37060;52341
Viral Pneumonia-381.png;299;299;39,18;48,65;91,0;30033;59368
Viral Pneumonia-382.png;299;299;51,56;49,93;120,0;23663;65738
Viral Pneumonia-383.png;299;299;58,72;50,74;114,0;29676;59725
Viral Pneumonia-384.png;299;299;37,52;56,15;85,0;29567;59834
Viral Pneumonia-385.png;299;299;59,3;55,18;107,0;44612;44789
Viral Pneumonia-386.png;299;299;36,75;62,64;89,0;28741;60660
Viral Pneumonia-387.png;299;299;42,43;70,48;138,0;30980;58421
Viral Pneumonia-388.png;299;299;58,6;34,18;93,0;56191;33210
Viral Pneumonia-389.png;299;299;55,5;39,47;131,0;35215;54186
Viral Pneumonia-39.png;299;299;26,37;24,16;163,0;24879;64522
Viral Pneumonia-390.png;299;299;59,1;34,52;131,0;30617;58784
Viral Pneumonia-391.png;299;299;57,91;43,8;131,0;26351;63050
Viral Pneumonia-392.png;299;299;35,9;65,69;100,0;33938;55463
Viral Pneumonia-393.png;299;299;37,67;62,99;112,0;22926;66475
Viral Pneumonia-394.png;299;299;38,68;50,79;120,0;26429;62972
Viral Pneumonia-395.png;299;299;34,11;75,15;94,0;29224;60177
Viral Pneumonia-396.png;299;299;38,23;60,45;100,0;27872;61529
Viral Pneumonia-397.png;299;299;37,65;64,33;105,0;21923;67478
Viral Pneumonia-398.png;299;299;69,33;47,39;125,0;29762;59639
Viral Pneumonia-399.png;299;299;65,17;36,96;142,0;24480;64921
Viral Pneumonia-4.png;299;299;36,57;74,25;104,0;25436;63965
Viral Pneumonia-40.png;299;299;30,36;37,36;117,0;62714;26687
Viral Pneumonia-400.png;299;299;36,94;74,45;109,0;27046;62355
Viral Pneumonia-401.png;299;299;37,7;65,86;103,0;28308;61093
Viral Pneumonia-402.png;299;299;35,49;67,01;92,0;24238;65163
Viral Pneumonia-403.png;299;299;39,01;55,44;117,0;26237;63164
Viral Pneumonia-404.png;299;299;38,16;56,68;101,0;34691;54710
Viral Pneumonia-405.png;299;299;38,02;61,69;95,0;28573;60828
Viral Pneumonia-406.png;299;299;33,8;69,2;93,0;30258;59143
Viral Pneumonia-407.png;299;299;36,44;69,4;94,0;24743;64658
Viral Pneumonia-408.png;299;299;69,45;40,37;132,0;26966;62435
Viral Pneumonia-409.png;299;299;50,96;47,11;111,0;13071;76330
Viral Pneumonia-41.png;299;299;29,73;38,02;133,0;37364;52037
Viral Pneumonia-410.png;299;299;33,99;77,66;99,0;22020;67381
Viral Pneumonia-411.png;299;299;34,05;62,36;79,0;25101;64300
Viral Pneumonia-412.png;299;299;37,56;55,61;114,0;34973;54428
Viral Pneumonia-413.png;299;299;38,23;59,51;86,0;29999;59402
Viral Pneumonia-414.png;299;299;36,94;60,89;97,0;20266;69135
Viral Pneumonia-415.png;299;299;34,46;72,5;94,0;29476;59925
Viral Pneumonia-416.png;299;299;39,38;59,71;128,0;30067;59334
Viral Pneumonia-417.png;299;299;38,88;63,35;122,0;29568;59833
Viral Pneumonia-418.png;299;299;34,21;72,21;92,0;28330;61071
Viral Pneumonia-419.png;299;299;36,65;71,56;105,0;28341;61060
Viral Pneumonia-42.png;299;299;37,34;61,24;85,0;31419;57982
Viral Pneumonia-420.png;299;299;37,17;60,04;97,0;34908;54493
Viral Pneumonia-421.png;299;299;36,83;67,26;98,0;29582;59819
Viral Pneumonia-422.png;299;299;67,06;52,22;147,0;30146;59255
Viral Pneumonia-423.png;299;299;63,1;55,96;117,0;30642;58759
Viral Pneumonia-424.png;299;299;36,23;50,05;75,0;37987;51414
Viral Pneumonia-425.png;299;299;37,83;63,07;98,0;29247;60154
Viral Pneumonia-426.png;299;299;37,42;60,58;97,0;25049;64352
Viral Pneumonia-427.png;299;299;36,13;65,3;95,0;23022;66379
Viral Pneumonia-428.png;299;299;52,75;50,53;95,0;14727;74674
Viral Pneumonia-429.png;299;299;62,67;49,49;102,0;10654;78747
Viral Pneumonia-43.png;299;299;38,75;46,71;98,0;54025;35376
Viral Pneumonia-430.png;299;299;59,62;49,51;116,0;24261;65140
Viral Pneumonia-431.png;299;299;39,27;52,77;105,0;36426;52975
Viral Pneumonia-432.png;299;299;35,01;66,93;92,0;24579;64822
Viral Pneumonia-433.png;299;299;61,43;60,27;119,0;31678;57723
Viral Pneumonia-434.png;299;299;35,13;64,7;90,0;20579;68822
Viral Pneumonia-435.png;299;299;41,14;54,64;114,0;30064;59337
Viral Pneumonia-436.png;299;299;57,64;43,86;107,0;35755;53646
Viral Pneumonia-437.png;299;299;35,38;60,72;84,0;30654;58747
Viral Pneumonia-438.png;299;299;38,57;59,09;115,0;32681;56720
Viral Pneumonia-439.png;299;299;36,89;66,86;93,0;25326;64075
Viral Pneumonia-44.png;299;299;38,59;48,57;107,0;51394;38007
Viral Pneumonia-440.png;299;299;37,63;59,15;104,0;26708;62693
Viral Pneumonia-441.png;299;299;38,95;62,99;112,0;27646;61755
Viral Pneumonia-442.png;299;299;34,93;72,47;105,0;25329;64072
Viral Pneumonia-443.png;299;299;39,42;58,69;101,0;28883;60518
Viral Pneumonia-444.png;299;299;38,32;56,36;93,0;33313;56088
Viral Pneumonia-445.png;299;299;55,13;50,15;103,0;26745;62656
Viral Pneumonia-446.png;299;299;37,75;63,74;117,0;23485;65916
Viral Pneumonia-447.png;299;299;38,54;50,49;113,0;29028;60373
Viral Pneumonia-448.png;299;299;35,66;62,31;93,0;26768;62633
Viral Pneumonia-449.png;299;299;37,77;51,29;88,0;27570;61831
Viral Pneumonia-45.png;299;299;35,87;53,01;108,0;22795;66606
Viral Pneumonia-450.png;299;299;37,52;64,21;92,0;34080;55321
Viral Pneumonia-451.png;299;299;37,66;61,01;99,0;41976;47425
Viral Pneumonia-452.png;299;299;38,57;60,55;98,0;17217;72184
Viral Pneumonia-453.png;299;299;35,61;69,06;97,0;21066;68335
Viral Pneumonia-454.png;299;299;55,54;54,89;108,0;28968;60433
Viral Pneumonia-455.png;299;299;32,44;72,78;86,0;36474;52927
Viral Pneumonia-456.png;299;299;35,69;61,04;97,0;23197;66204
Viral Pneumonia-457.png;299;299;34,2;73,74;97,0;29811;59590
Viral Pneumonia-458.png;299;299;65,88;49,84;134,0;23639;65762
Viral Pneumonia-459.png;299;299;68,3;53,52;119,0;35966;53435
Viral Pneumonia-46.png;299;299;37,18;57,88;112,0;15887;73514
Viral Pneumonia-460.png;299;299;34,38;67,25;90,0;30116;59285
Viral Pneumonia-461.png;299;299;36,62;61,16;87,0;27111;62290
Viral Pneumonia-462.png;299;299;37,39;64,17;113,0;21935;67466
Viral Pneumonia-463.png;299;299;37,26;68,61;116,0;24051;65350
Viral Pneumonia-464.png;299;299;41,13;56,91;109,0;31336;58065
Viral Pneumonia-465.png;299;299;37,71;60,6;109,0;29221;60180
Viral Pneumonia-466.png;299;299;36,52;68,31;95,0;20469;68932
Viral Pneumonia-467.png;299;299;37,91;65,02;104,0;23808;65593
Viral Pneumonia-468.png;299;299;36,71;63,24;103,0;20410;68991
Viral Pneumonia-469.png;299;299;36,32;55,57;111,0;12597;76804
Viral Pneumonia-47.png;299;299;38,34;59,61;98,0;13114;76287
Viral Pneumonia-470.png;299;299;36,53;63,34;102,0;18869;70532
Viral Pneumonia-471.png;299;299;38,94;57,54;110,0;23303;66098
Viral Pneumonia-472.png;299;299;37,78;59,59;96,0;50902;38499
Viral Pneumonia-473.png;299;299;57,94;53,82;108,0;24954;64447
Viral Pneumonia-474.png;299;299;41,18;57,93;97,0;31703;57698
Viral Pneumonia-475.png;299;299;35,23;67,13;93,0;18567;70834
